1,2,GAL-NB-165-33,2023-08-05,54.18,3.454,14.54,10,0.163,1.63,5.6,3.52,2.48,0.887,96.45,2.75,56.18,3.58,15.08,10.37,0.17,1.69,5.8,3.65,2.57,0.92,8,0,32,261,3099,51,311,466,47,22.9,25,13,144,11,42,91,7,47,2,4680,0.47,96.92,97,99.75,100.86,9.6,0,48.8,383.6,3459.7,55.3,368.3,629.2,59.1,32.8,33.7,16.8,179.8,12,49.7,112.4,7.7,54.9,2.3,5516,0.55
1,3,GAL-NB-165-34,2023-08-05,54.01,4.717,16.08,13.42,0.342,1.97,1.85,0.29,0.14,0.082,92.89,6.67,58.14,5.08,17.31,14.44,0.37,2.12,1.99,0.31,0.15,0.09,10,28,26,389,757,12,108,479,19,29,23,25,184,28,18,102,9,20,4,2270,0.23,93.12,93.18,99.85,101.34,12.6,40.9,39.1,572.5,845.5,13.2,128,646.6,24.5,41.5,30.8,31.1,229,30.6,20.8,125.7,9.7,23.6,4.2,2870,0.29
1,4,GAL-NB-165-35,2023-08-05,50.04,4.092,16.87,13.17,0.082,1.27,1.81,0.21,0.17,0.076,87.79,12.1,57,4.66,19.21,15,0.09,1.45,2.06,0.24,0.2,0.09,23,27,26,342,899,16,178,431,13,26.3,20,26,115,30,9,30,8,11,2,2231,0.22,88.01,88.06,100.17,101.63,29.5,39.4,39.8,503.8,1003.6,17.2,210,582.3,16.8,37.6,26.4,32,143.6,32.6,10.2,36.3,8.8,12.8,2.2,2785,0.28
1,5,GAL-NB-165-36,2023-08-05,48.51,3.936,16,13.29,0.252,1.73,5.68,2.49,0.43,0.773,93.08,6.69,52.11,4.23,17.2,14.27,0.27,1.86,6.1,2.67,0.46,0.83,10,18,42,467,681,16,363,257,218,20.6,26,27,147,9,122,214,6,130,3,2775,0.28,93.36,93.43,100.11,101.59,13,26.4,64.3,686.8,760.5,17,429.8,347.4,276.5,29.4,34.7,33.5,182.7,9.2,142.6,262.5,7.3,152,2.8,3478,0.35
1,6,GAL-NB-165-37,2023-08-05,49.26,3.229,13.77,14.75,0.178,3.58,8.11,2.41,0.5,0.62,96.4,3.26,51.09,3.35,14.29,15.3,0.18,3.71,8.41,2.5,0.51,0.64,11,17,38,455,564,18,334,214,119,16.6,23,24,150,8,88,157,5,91,2,2334,0.23,96.64,96.7,99.96,101.6,14.4,24.9,57.7,669,629.7,19.8,395.2,289.7,150.6,23.7,30.8,30.4,187.3,8.3,103,193.2,5.2,105.6,2,2941,0.29
1,8,GAL-NB-165-38,2023-08-05,49.06,2.026,14.82,13.02,0.064,2.93,2.77,0.15,0.13,0.079,85.03,14.74,57.7,2.38,17.42,15.31,0.08,3.44,3.25,0.17,0.16,0.09,13,14,28,293,161,14,100,216,106,14.2,24,23,80,6,83,187,5,84,3,1454,0.15,85.18,85.22,99.96,101.41,17.1,21.1,43.3,430.6,180.1,14.8,118.3,292,134.9,20.3,31.8,28.7,99.6,6.2,97,229.4,5.7,98,3.7,1873,0.19
1,9,GAL-NB-165-39,2023-08-05,51.89,2.684,15.91,13.15,0.046,3.13,1.87,0.23,0.18,0.046,89.13,10.66,58.21,3.01,17.85,14.76,0.05,3.52,2.1,0.26,0.2,0.05,14,14,25,320,189,20,113,249,95,18.1,23,22,74,7,57,106,5,56,2,1409,0.14,89.28,89.32,99.98,101.44,18,21.2,38.6,470.6,211.4,21.4,133.1,336.3,120.5,25.9,31.1,27.4,91.7,7.8,66.5,130.1,5.6,65.5,2.2,1825,0.18
1,10,GAL-NB-165-40,2023-08-05,47.91,4.465,16.48,13.53,0.104,1.69,4.47,2.19,0.42,0.567,91.83,7.71,52.17,4.86,17.95,14.74,0.11,1.84,4.87,2.38,0.46,0.62,9,20,43,534,527,14,320,277,144,22.5,26,20,149,13,65,81,6,69,2,2343,0.23,92.06,92.13,99.83,101.34,12,29.7,65.4,785.3,588.3,15.7,378.6,374.2,182.9,32.2,35.1,25.4,185.5,13.9,75.9,100.1,7.3,80.2,2.1,2990,0.3
1,11,GAL-NB-165-41,2023-08-05,48.01,3.896,15.87,14.26,0.092,1.67,4.61,2.16,0.48,0.804,91.85,7.92,52.27,4.24,17.28,15.52,0.1,1.82,5.02,2.35,0.52,0.87,10,19,40,487,583,17,311,254,239,20.8,26,21,167,10,103,145,5,97,3,2557,0.26,92.11,92.18,100.1,101.68,12.4,27.9,61,717,650.9,19.1,368.2,342.7,303.5,29.7,34.9,25.7,207.4,10.5,121,177.8,5.8,113.7,3.1,3232,0.32
1,12,GAL-NB-165-42,2023-08-05,47.56,3.677,15.6,15.43,0.154,1.86,5.46,2.08,0.44,0.526,92.78,7.04,51.26,3.96,16.81,16.63,0.17,2,5.89,2.24,0.48,0.57,17,20,33,406,608,13,311,228,142,18,26,18,206,8,85,201,4,91,3,2439,0.24,93.03,93.09,100.13,101.85,21.7,28.9,50.7,596.8,678.8,14.3,368.1,307.6,180.2,25.8,35.4,23.2,256.2,9,99.7,247.2,4.9,105.7,3.7,3058,0.31
